# Bin     Bin Center     Bin Content
  204       957.890         0.469
  205       961.875         0.469
  206       965.852         0.474
  207       969.821         0.459
  208       973.782         0.470
  209       977.786         0.485
  210       981.782         0.478
  211       985.720         0.482
  212       989.648         0.458
  213       993.570         0.466
  214       997.482         0.455
  215       1001.387         0.475
  216       1005.284         0.483
  217       1009.173         0.481
  218       1013.053         0.485
  219       1016.924         0.482
  220       1020.833         0.466
  221       1024.735         0.475
  222       1028.581         0.482
  223       1032.417         0.479
  224       1036.243         0.479
  225       1040.061         0.470
  226       1043.871         0.473
  227       1047.670         0.481
  228       1051.460         0.461
  229       1055.243         0.468
  230       1059.062         0.474
  231       1062.870         0.451
  232       1066.623         0.474
  233       1070.367         0.469
  234       1074.101         0.474
  235       1077.825         0.463
  236       1081.541         0.482
  237       1085.246         0.475
  238       1088.941         0.480
  239       1092.627         0.470
  240       1096.340         0.476
  241       1100.042         0.477
  242       1103.698         0.483
  243       1107.344         0.482
  244       1110.979         0.483
  245       1114.604         0.490
  246       1118.219         0.486
  247       1121.823         0.479
  248       1125.417         0.463
  249       1129.001         0.483
  250       1132.615         0.490
  251       1136.219         0.490
  252       1139.771         0.489
  253       1143.311         0.491
  254       1146.842         0.479
  255       1150.362         0.473
  256       1153.871         0.000
  257       1157.369         0.481
  258       1160.856         0.496
  259       1164.366         0.490
  260       1167.865         0.492
  261       1171.318         0.493
  262       1174.762         0.489
  263       1178.194         0.498
  264       1181.615         0.478
  265       1185.025         0.492
  266       1188.424         0.500
  267       1191.812         0.496
  268       1195.224         0.484
  269       1198.626         0.492
  270       1201.979         0.483
  271       1205.321         0.488
  272       1208.652         0.484
  273       1211.970         0.483
  274       1215.277         0.495
  275       1218.574         0.492
  276       1221.859         0.513
  277       1225.168         0.485
  278       1228.464         0.492
  279       1231.712         0.502
  280       1234.951         0.486
  281       1238.178         0.500
  282       1241.392         0.503
  283       1244.596         0.494
  284       1247.788         0.496
  285       1250.967         0.510
  286       1254.176         0.492
  287       1257.373         0.477
  288       1260.518         0.515
  289       1263.651         0.507
  290       1266.772         0.510
  291       1269.882         0.509
  292       1272.981         0.528
  293       1276.067         0.533
  294       1279.143         0.503
  295       1282.207         0.490
  296       1285.258         0.516
  297       1288.331         0.504
  298       1291.392         0.468
  299       1294.409         0.502
  300       1297.416         0.484
  301       1300.410         0.503
  302       1303.392         0.526
  303       1306.363         0.518
  304       1309.323         0.511
  305       1312.311         0.501
  306       1315.287         0.516
  307       1318.214         0.533
  308       1321.129         0.541
  309       1324.034         0.500
  310       1326.927         0.500
  311       1329.811         0.504
  312       1332.683         0.520
  313       1335.545         0.495
  314       1338.396         0.485
  315       1341.276         0.526
  316       1344.145         0.473
  317       1346.962         0.522
  318       1349.757         0.507
  319       1352.532         0.504
  320       1355.304         0.475
  321       1358.085         0.479
  322       1360.913         -0.000
  323       1363.803         0.486
  324       1366.739         0.466
  325       1369.729         0.460
  326       1372.772         0.472
  327       1375.868         0.468
  328       1379.012         0.484
  329       1382.197         -15.886
  330       1385.416         -2.744
  331       1388.658         0.002
  332       1391.913         0.100
  333       1395.170         -0.563
  334       1398.414         -0.392
  335       1401.638         38.060
  336       1404.833         0.000
  337       1407.988         0.023
  338       1411.095         91.703
  339       1414.148         316.559
  340       1417.140         -68.232
  341       1420.062         29.810
  342       1422.912         36.965
  343       1425.683         0.001
  344       1428.371         0.019
  345       1430.973         -0.000
  346       1433.489         -0.000
  347       1435.915         0.014
  348       1438.249         -0.000
  349       1440.494         0.060
  350       1442.657         0.000
  351       1444.739         -0.000
  352       1446.736         0.000
