# Bin     Bin Center     Bin Content
  297       1288.331         0.479
  298       1291.392         0.486
  299       1294.409         0.477
  300       1297.416         0.455
  301       1300.410         0.483
  302       1303.392         0.472
  303       1306.363         0.491
  304       1309.323         0.490
  305       1312.311         0.493
  306       1315.287         0.491
  307       1318.214         0.481
  308       1321.129         0.461
  309       1324.034         0.481
  310       1326.927         0.490
  311       1329.811         0.476
  312       1332.683         0.468
  313       1335.545         0.461
  314       1338.396         0.460
  315       1341.276         0.484
  316       1344.145         0.481
  317       1346.962         0.477
  318       1349.757         0.475
  319       1352.532         0.476
  320       1355.304         0.474
  321       1358.085         0.503
  322       1360.913         -0.000
  323       1363.803         0.490
  324       1366.739         0.495
  325       1369.729         0.476
  326       1372.772         0.467
  327       1375.868         0.479
  328       1379.012         0.613
  329       1382.197         -3.289
  330       1385.416         -0.465
  331       1388.658         0.001
  332       1391.913         0.278
  333       1395.170         -0.044
  334       1398.414         -0.195
  335       1401.638         -13.263
  336       1404.833         0.000
  337       1407.988         0.019
  338       1411.095         -2401.826
  339       1414.148         817.291
  340       1417.140         -27.559
  341       1420.062         -48.599
  342       1422.912         -1468.734
  343       1425.683         0.001
  344       1428.371         0.017
  345       1430.973         -0.000
  346       1433.489         -0.000
  347       1435.915         0.082
  348       1438.249         -0.000
  349       1440.494         0.056
  350       1442.657         0.000
  351       1444.739         -0.000
  352       1446.736         0.000
