# Bin     Bin Center     Bin Content
  92       480.188         0.508
  93       484.624         0.510
  94       489.060         0.511
  95       493.432         0.507
  96       497.805         0.483
  97       502.178         0.507
  98       506.551         0.513
  99       510.924         0.518
  100       515.297         0.489
  101       519.670         0.507
  102       524.043         0.511
  103       528.416         0.511
  104       532.787         0.525
  105       537.220         0.503
  106       541.652         0.460
  107       546.022         0.526
  108       550.393         0.532
  109       554.763         0.001
  110       559.132         0.000
  111       563.499         0.541
  112       567.866         0.549
  113       572.233         0.543
  114       576.598         0.545
  115       580.963         0.549
  116       585.326         0.559
  117       589.748         0.565
  118       594.169         0.572
  119       598.528         0.568
  120       602.886         0.572
  121       607.242         0.587
  122       611.599         0.540
  123       615.953         0.570
  124       620.306         0.585
  125       624.656         0.581
  126       629.005         0.493
  127       633.353         0.485
  128       637.699         0.460
  129       642.109         0.458
  130       646.518         0.438
  131       650.857         0.428
  132       655.195         0.355
  133       659.530         0.379
  134       663.863         0.429
  135       668.194         0.428
  136       672.522         0.425
  137       676.847         0.417
  138       681.171         0.428
  139       685.492         0.419
  140       689.810         0.425
  141       694.190         0.383
  142       698.568         0.376
  143       702.877         0.373
  144       707.183         0.369
  145       711.487         0.400
  146       715.787         0.405
  147       720.085         0.392
  148       724.378         0.400
  149       728.669         0.438
  150       732.956         0.412
  151       737.240         0.404
  152       741.521         0.424
  153       745.851         0.378
  154       750.177         0.387
  155       754.446         0.441
  156       758.712         0.428
  157       762.973         0.430
  158       767.231         0.427
  159       771.484         0.421
  160       775.734         0.000
  161       779.980         0.405
  162       784.220         0.395
  163       788.457         0.417
  164       792.689         0.428
  165       796.976         0.404
  166       801.258         0.443
  167       805.477         0.435
  168       809.691         0.428
  169       813.899         0.440
  170       818.102         0.425
  171       822.301         0.433
  172       826.495         0.346
  173       830.684         0.445
  174       834.867         0.385
  175       839.046         0.441
  176       843.268         0.412
  177       847.484         0.435
  178       851.646         0.445
  179       855.803         0.449
  180       859.954         0.437
  181       864.099         0.426
  182       868.237         0.453
  183       872.370         0.448
  184       876.498         0.456
  185       880.620         0.465
  186       884.736         0.465
  187       888.899         0.461
  188       893.056         0.440
  189       897.154         0.456
  190       901.244         0.432
  191       905.327         0.435
  192       909.403         0.435
  193       913.473         0.426
  194       917.536         0.410
  195       921.594         0.420
  196       925.643         0.426
  197       929.686         0.424
  198       933.775         0.277
  199       937.856         0.305
  200       941.877         0.403
  201       945.891         0.395
  202       949.898         0.383
  203       953.897         0.413
  204       957.890         0.437
  205       961.875         0.423
  206       965.852         0.421
  207       969.821         0.411
  208       973.782         0.418
  209       977.786         0.424
  210       981.782         0.413
  211       985.720         0.347
  212       989.648         0.353
  213       993.570         0.310
  214       997.482         0.353
  215       1001.387         0.420
  216       1005.284         0.437
  217       1009.173         0.423
  218       1013.053         0.424
  219       1016.924         0.441
  220       1020.833         0.445
  221       1024.735         0.427
  222       1028.581         0.428
  223       1032.417         0.432
  224       1036.243         0.404
  225       1040.061         0.392
  226       1043.871         0.379
  227       1047.670         0.398
  228       1051.460         0.374
  229       1055.243         0.402
  230       1059.062         0.334
  231       1062.870         0.319
  232       1066.623         0.432
  233       1070.367         0.350
  234       1074.101         0.344
  235       1077.825         0.409
  236       1081.541         0.386
  237       1085.246         0.416
  238       1088.941         0.438
  239       1092.627         0.431
  240       1096.340         0.444
  241       1100.042         0.432
  242       1103.698         0.421
  243       1107.344         0.434
  244       1110.979         0.432
  245       1114.604         0.342
  246       1118.219         0.274
  247       1121.823         0.394
  248       1125.417         0.433
  249       1129.001         0.424
  250       1132.615         0.338
  251       1136.219         0.382
  252       1139.771         0.388
  253       1143.311         0.405
  254       1146.842         0.423
  255       1150.362         0.393
  256       1153.871         0.000
  257       1157.369         0.423
  258       1160.856         0.421
  259       1164.366         0.417
  260       1167.865         0.411
  261       1171.318         0.421
  262       1174.762         0.442
  263       1178.194         0.430
  264       1181.615         0.441
  265       1185.025         0.446
  266       1188.424         0.420
  267       1191.812         0.420
  268       1195.224         0.395
  269       1198.626         0.428
  270       1201.979         0.425
  271       1205.321         0.432
  272       1208.652         0.460
  273       1211.970         0.436
  274       1215.277         0.447
  275       1218.574         0.434
  276       1221.859         0.375
  277       1225.168         0.411
  278       1228.464         0.408
  279       1231.712         0.425
  280       1234.951         0.457
  281       1238.178         0.430
  282       1241.392         0.324
  283       1244.596         0.299
  284       1247.788         0.352
  285       1250.967         0.470
  286       1254.176         0.095
  287       1257.373         0.046
  288       1260.518         0.389
  289       1263.651         0.404
  290       1266.772         0.367
  291       1269.882         0.375
  292       1272.981         0.063
  293       1276.067         0.054
  294       1279.143         0.398
  295       1282.207         0.391
  296       1285.258         0.359
  297       1288.331         0.290
  298       1291.392         0.187
  299       1294.409         0.393
  300       1297.416         0.099
  301       1300.410         0.172
  302       1303.392         0.385
  303       1306.363         0.379
  304       1309.323         0.323
  305       1312.311         0.235
  306       1315.287         0.425
  307       1318.214         0.404
  308       1321.129         0.356
  309       1324.034         0.326
  310       1326.927         0.339
  311       1329.811         0.236
  312       1332.683         0.366
  313       1335.545         0.195
  314       1338.396         0.173
  315       1341.276         0.114
  316       1344.145         0.124
  317       1346.962         0.389
  318       1349.757         0.329
  319       1352.532         0.363
  320       1355.304         0.228
  321       1358.085         0.229
  322       1360.913         0.003
  323       1363.803         0.379
  324       1366.739         0.356
  325       1369.729         0.362
  326       1372.772         0.327
  327       1375.868         0.253
  328       1379.012         0.018
  329       1382.197         0.021
  330       1385.416         0.001
  331       1388.658         0.001
  332       1391.913         0.003
  333       1395.170         0.001
  334       1398.414         0.007
  335       1401.638         0.114
  336       1404.833         0.000
  337       1407.988         0.010
  338       1411.095         1.555
  339       1414.148         2.421
  340       1417.140         0.605
  341       1420.062         0.339
  342       1422.912         0.156
  343       1425.683         0.001
  344       1428.371         0.002
  345       1430.973         0.000
  346       1433.489         0.000
  347       1435.915         0.001
  348       1438.249         0.000
  349       1440.494         0.011
  350       1442.657         0.000
  351       1444.739         0.003
  352       1446.736         0.000
