# Bin     Bin Center     Bin Content
  298       1291.392         0.499
  299       1294.409         0.492
  300       1297.416         0.460
  301       1300.410         0.459
  302       1303.392         0.482
  303       1306.363         0.497
  304       1309.323         0.489
  305       1312.311         0.477
  306       1315.287         0.489
  307       1318.214         0.477
  308       1321.129         0.516
  309       1324.034         0.492
  310       1326.927         0.481
  311       1329.811         0.462
  312       1332.683         0.466
  313       1335.545         0.456
  314       1338.396         0.471
  315       1341.276         0.438
  316       1344.145         0.452
  317       1346.962         0.482
  318       1349.757         0.482
  319       1352.532         0.459
  320       1355.304         0.448
  321       1358.085         0.483
  322       1360.913         0.000
  323       1363.803         0.473
  324       1366.739         0.476
  325       1369.729         0.454
  326       1372.772         0.445
  327       1375.868         0.446
  328       1379.012         0.316
  329       1382.197         0.763
  330       1385.416         0.263
  331       1388.658         0.001
  332       1391.913         0.021
  333       1395.170         0.000
  334       1398.414         0.543
  335       1401.638         9.972
  336       1404.833         0.000
  337       1407.988         0.019
  338       1411.095         36.140
  339       1414.148         74.755
  340       1417.140         23.175
  341       1420.062         11.942
  342       1422.912         4.807
  343       1425.683         0.001
  344       1428.371         0.015
  345       1430.973         0.000
  346       1433.489         0.000
  347       1435.915         0.026
  348       1438.249         0.059
  349       1440.494         0.076
  350       1442.657         0.000
  351       1444.739         0.000
  352       1446.736         0.000
