# Bin     Bin Center     Bin Content
  298       1291.392         0.500
  299       1294.409         0.518
  300       1297.416         0.508
  301       1300.410         0.535
  302       1303.392         0.517
  303       1306.363         0.528
  304       1309.323         0.511
  305       1312.311         0.508
  306       1315.287         0.535
  307       1318.214         0.537
  308       1321.129         0.514
  309       1324.034         0.517
  310       1326.927         0.522
  311       1329.811         0.517
  312       1332.683         0.512
  313       1335.545         0.462
  314       1338.396         0.503
  315       1341.276         0.483
  316       1344.145         0.493
  317       1346.962         0.502
  318       1349.757         0.504
  319       1352.532         0.488
  320       1355.304         0.463
  321       1358.085         0.481
  322       1360.913         0.000
  323       1363.803         0.503
  324       1366.739         0.483
  325       1369.729         0.488
  326       1372.772         0.482
  327       1375.868         0.484
  328       1379.012         0.435
  329       1382.197         3.147
  330       1385.416         3.814
  331       1388.658         0.002
  332       1391.913         0.093
  333       1395.170         0.000
  334       1398.414         8.721
  335       1401.638         27.933
  336       1404.833         0.002
  337       1407.988         0.011
  338       1411.095         77.932
  339       1414.148         243.709
  340       1417.140         258.258
  341       1420.062         32.751
  342       1422.912         12.085
  343       1425.683         0.001
  344       1428.371         0.039
  345       1430.973         0.000
  346       1433.489         0.000
  347       1435.915         0.008
  348       1438.249         0.000
  349       1440.494         0.134
  350       1442.657         0.001
  351       1444.739         2.528
  352       1446.736         0.000
