# Bin     Bin Center     Bin Content
  298       1291.392         0.987
  299       1294.409         1.073
  300       1297.416         0.803
  301       1300.410         0.702
  302       1303.392         1.098
  303       1306.363         1.143
  304       1309.323         1.103
  305       1312.311         1.101
  306       1315.287         1.110
  307       1318.214         1.115
  308       1321.129         1.147
  309       1324.034         1.117
  310       1326.927         1.032
  311       1329.811         1.133
  312       1332.683         1.114
  313       1335.545         0.815
  314       1338.396         0.722
  315       1341.276         1.075
  316       1344.145         1.062
  317       1346.962         0.957
  318       1349.757         0.978
  319       1352.532         0.944
  320       1355.304         0.739
  321       1358.085         0.793
  322       1360.913         0.000
  323       1363.803         0.939
  324       1366.739         0.931
  325       1369.729         0.911
  326       1372.772         0.944
  327       1375.868         0.942
  328       1379.012         0.613
  329       1382.197         0.650
  330       1385.416         0.556
  331       1388.658         1.667
  332       1391.913         1.200
  333       1395.170         0.000
  334       1398.414         1.333
  335       1401.638         0.676
  336       1404.833         0.000
  337       1407.988         0.833
  338       1411.095         0.951
  339       1414.148         0.964
  340       1417.140         0.878
  341       1420.062         0.939
  342       1422.912         1.044
  343       1425.683         1.000
  344       1428.371         0.588
  345       1430.973         0.000
  346       1433.489         0.000
  347       1435.915         4.000
  348       1438.249         0.000
  349       1440.494         1.053
  350       1442.657         1.000
  351       1444.739         0.000
  352       1446.736         0.000
