 280.    396.782    5.028
 281.    392.414    5.050
 282.    388.048    5.071
 283.    383.683    5.092
 284.    379.320    5.111
 285.    374.891    5.000
 286.    370.596    4.886
 287.    366.236    4.907
 288.    361.880    4.927
 289.    357.523    4.948
 290.    353.169    4.967
 291.    348.817    4.987
 292.    344.465    5.007
 293.    340.117    5.027
 294.    335.770    5.047
 295.    331.424    5.067
 296.    327.081    5.087
 297.    322.683    4.993
 298.    318.401    4.898
 299.    314.064    4.918
 300.    309.728    4.937
 301.    305.394    4.956
 302.    301.064    4.977
 303.    296.736    4.995
 304.    292.409    5.015
 305.    288.085    5.032
 306.    283.763    5.053
 307.    279.443    5.070
 308.    275.127    5.091
 309.    270.754    4.992
 310.    266.500    4.896
 311.    262.190    4.915
 312.    257.883    4.934
 313.    253.579    4.951
 314.    249.277    4.969
 315.    244.978    4.987
 316.    240.681    5.007
 317.    236.388    5.025
 318.    232.097    5.042
 319.    227.808    5.062
 320.    223.523    5.078
 321.    219.239    5.098
 322.    214.901    4.997
 323.    210.684    4.896
 324.    206.410    4.914
 325.    202.140    4.932
 326.    197.872    4.948
 327.    193.607    4.966
 328.    189.345    4.984
 329.    185.086    5.001
 330.    180.830    5.019
 331.    176.578    5.036
 332.    172.329    5.054
 333.    168.083    5.070
 334.    163.840    5.088
 335.    159.540    4.984
 336.    155.364    4.880
 337.    151.132    4.897
 338.    146.902    4.913
 339.    142.675    4.931
 340.    138.453    4.947
 341.    134.234    4.964
 342.    130.018    4.979
 343.    125.806    4.995
 344.    121.596    5.012
 345.    117.391    5.030
 346.    113.190    5.045
 347.    108.992    5.063
 348.    104.735    4.954
 349.    100.605    4.848
 350.     96.417    4.864
 351.     92.234    4.881
 352.     88.053    4.895
