# Bin     Bin Center     Bin Content
  298       1291.392         0.951
  299       1294.409         1.029
  300       1297.416         0.914
  301       1300.410         1.005
  302       1303.392         1.024
  303       1306.363         1.056
  304       1309.323         0.945
  305       1312.311         0.959
  306       1315.287         1.044
  307       1318.214         1.061
  308       1321.129         1.030
  309       1324.034         1.092
  310       1326.927         1.049
  311       1329.811         1.012
  312       1332.683         1.021
  313       1335.545         0.882
  314       1338.396         1.084
  315       1341.276         0.944
  316       1344.145         1.022
  317       1346.962         1.061
  318       1349.757         1.036
  319       1352.532         0.906
  320       1355.304         0.818
  321       1358.085         0.804
  322       1360.913         0.000
  323       1363.803         0.971
  324       1366.739         0.903
  325       1369.729         0.905
  326       1372.772         0.874
  327       1375.868         0.962
  328       1379.012         1.071
  329       1382.197         0.838
  330       1385.416         1.429
  331       1388.658         0.800
  332       1391.913         3.500
  333       1395.170         0.000
  334       1398.414         1.250
  335       1401.638         0.857
  336       1404.833         0.000
  337       1407.988         0.959
  338       1411.095         0.956
  339       1414.148         0.882
  340       1417.140         0.884
  341       1420.062         0.873
  342       1422.912         0.945
  343       1425.683         0.500
  344       1428.371         1.167
  345       1430.973         0.000
  346       1433.489         0.000
  347       1435.915         1.000
  348       1438.249         0.000
  349       1440.494         0.885
  350       1442.657         0.000
  351       1444.739         0.000
  352       1446.736         0.000
